chunk_id	layer	section	para	seq	class	raw_text	book	chapter	verses	target	confidence	resolution	carried_from	divergence_id	pair_confidence	witness_target	divergence_class	divergence_why
ddc-1-01	la	la	{¶3}	0	BOOK CH V	Matt. xi. 27.	Matt	11	27	Matt 11:27	high	book-named				Matt 11:27		
ddc-1-01	la	la	{¶3}	1	BOOK CH V	Joan. i. 4.	John	1	4	John 1:4	high	book-named				John 1:4		
ddc-1-01	la	la	{¶3}	2	— — V	et v. 9.	John	1	9	John 1:9	cross-layer	et-v-settled-by-english-layer	ddc-1-01:la:{¶3}:1			John 1:9		
ddc-1-01	la	la	{¶3}	3	BOOK CH V	1 Pet. iii. 19.	1Pet	3	19	1Pet 3:19	high	book-named				1Pet 3:19		
ddc-1-01	la	la	{¶3}	4	BOOK CH V	Gal. iii. 24.	Gal	3	24	Gal 3:24	high	book-named				Gal 3:24		
ddc-1-01	la	la	{¶3}	5	BOOK CH V	Heb. xiii. 8.	Heb	13	8	Heb 13:8	high	book-named				Heb 13:8		
ddc-1-01	la	la	{¶3}	6	BOOK CH V	Col. ii. 17.	Col	2	17	Col 2:17	high	book-named				Col 2:17		
ddc-1-01	la	la	{¶3}	7	BOOK CH V-LIST	1 Pet. i. 10, 11.	1Pet	1	10,11	1Pet 1:10,11	high	book-named				1Pet 1:10,11		
ddc-1-01	la	la	{¶3}	8	BOOK CH V	Rom. i. 1.	Rom	1	1	Rom 1:1	high	book-named				Rom 1:1		
ddc-1-01	la	la	{¶3}	9	BOOK CH V	1 Cor. iv. 1.	1Cor	4	1	1Cor 4:1	high	book-named				1Cor 4:1		
ddc-1-01	la	la	{¶4}	0	BOOK CH V	Isa. li. 4.	Isa	51	4	Isa 51:4	high	book-named				Isa 51:4		
ddc-1-01	la	la	{¶4}	1	BOOK CH V	Mat. xvi. 17.	Matt	16	17	Matt 16:17	high	book-named				Matt 16:17		
ddc-1-01	la	la	{¶4}	2	BOOK CH V-LIST	Joan. vi. 45, 46.	John	6	45,46	John 6:45,46	high	book-named		d1	plausible	John 6:46	unchecked	no J–T division read for this chapter
ddc-1-01	la	la	{¶4}	3	— CH V	et ix. 29.	John	9	29	John 9:29	carried	book-carried	ddc-1-01:la:{¶4}:2			John 9:29		
ddc-1-01	la	la	{¶4}	4	BOOK CH V-LIST	Gal. i. 11, 12.	Gal	1	11,12	Gal 1:11,12	high	book-named				Gal 1:11,12		
ddc-1-01	la	la	{¶4}	5	BOOK CH V	1 Thess. iv. 9.	1Thess	4	9	1Thess 4:9	high	book-named				1Thess 4:9		
ddc-1-01	la	la	{¶5}	0	BOOK CH V	2 Tim. i. 14.	2Tim	1	14	2Tim 1:14	high	book-named				2Tim 1:14		
ddc-1-01	la	la	{¶5}	1	BOOK CH V	Col. ii. 8.	Col	2	8	Col 2:8	high	book-named				Col 2:8		
ddc-1-01	la	la	{¶5}	2	BOOK CH V	Dan. iii. 16.	Dan	3	16	Dan 3:16	high	book-named				Dan 3:16		
ddc-1-01	la	la	{¶5}	3	BOOK CH V	Act. iv. 19.	Acts	4	19	Acts 4:19	high	book-named				Acts 4:19		
ddc-1-01	la	la	{¶6}	0	BOOK CH V	Mat. xiii. 52.	Matt	13	52	Matt 13:52	high	book-named				Matt 13:52		
ddc-1-01	la	la	{¶6}	1	— CH V-LIST	cap. vi. 1, 2, 3.	Matt	6	1,2,3	Matt 6:1,2,3	carried	book-carried	ddc-1-01:la:{¶6}:0			Matt 6:1,2,3		
ddc-1-01	la	la	{¶6}	2	BOOK CH V	Rom. vi. 17.	Rom	6	17	Rom 6:17	high	book-named				Rom 6:17		
ddc-1-01	la	la	{¶6}	3	BOOK CH V	2 Tim. i. 13.	2Tim	1	13	2Tim 1:13	high	book-named				2Tim 1:13		
ddc-1-01	la	la	{¶6}	4	BOOK CH V	Rom. ii. 20.	Rom	2	20	Rom 2:20	high	book-named				Rom 2:20		
ddc-1-01	la	la	{¶6}	5	BOOK CH V	Act. xx. 27.	Acts	20	27	Acts 20:27	high	book-named				Acts 20:27		
ddc-1-01	la	la	{¶7}	0	BOOK CH V	Gen. xvii. 1.	Gen	17	1	Gen 17:1	high	book-named				Gen 17:1		
ddc-1-01	la	la	{¶7}	1	BOOK CH V	Psal. xxxvii. 3.	Ps	37	3	Ps 37:3	high	book-named				Ps 37:3		
ddc-1-01	la	la	{¶7}	2	BOOK CH V	Luc. xi. 28.	Luke	11	28	Luke 11:28	high	book-named				Luke 11:28		
ddc-1-01	la	la	{¶7}	3	BOOK CH V	Act. xxiv. 14.	Acts	24	14	Acts 24:14	high	book-named				Acts 24:14		
ddc-1-01	la	la	{¶7}	5	BOOK CH V	2 Tim. i. 13.	2Tim	1	13	2Tim 1:13	high	book-named				2Tim 1:13		
ddc-1-01	la	la	{¶7}	6	BOOK CH V	1 Tim. i. 19.	1Tim	1	19	1Tim 1:19	high	book-named				1Tim 1:19		
ddc-1-01	la	la	{¶7}	7	BOOK CH V	Tit. iii. 8.	Titus	3	8	Titus 3:8	high	book-named				Titus 3:8		
ddc-1-01	la	la	{¶7}	8	BOOK CH V	1 Joan. iii. 23.	1John	3	23	1John 3:23	high	book-named				1John 3:23		
ddc-1-01	la	la	{¶8}	0	BOOK CH V	Rom. ii. 13.	Rom	2	13	Rom 2:13	high	book-named				Rom 2:13		
ddc-1-01	la	la	{¶8}	1	BOOK CH V	Jacob. i. 22.	Jas	1	22	Jas 1:22	high	book-named				Jas 1:22		
ddc-1-01	la	la	{¶8}	2	BOOK CH V	Psal. xxv. 14.	Ps	25	14	Ps 25:14	high	book-named				Ps 25:14		
ddc-1-01	la	la	{¶8}	3	BOOK CH V	Joan. vii. 17.	John	7	17	John 7:17	high	book-named				John 7:17		
ddc-1-01	la	la	{¶8}	4	— CH V-LIST	et viii. 31, 32.	John	8	31,32	John 8:31,32	carried	book-carried	ddc-1-01:la:{¶8}:3			John 8:31,32		
ddc-1-01	la	la	{¶8}	5	BOOK CH V	1 Joan. ii. 3.	1John	2	3	1John 2:3	high	book-named				1John 2:3		
ddc-1-01	la	la	{¶9}	0	BOOK CH V	Act. vi. 7.	Acts	6	7	Acts 6:7	high	book-named				Acts 6:7		
ddc-1-01	la	la	{¶9}	1	BOOK CH V	Gal. i. 23.	Gal	1	23	Gal 1:23	high	book-named				Gal 1:23		
ddc-1-01	en-sumner	en-sumner	{¶3}	0	BOOK CH V	Matt. xi. 27.	Matt	11	27	Matt 11:27	high	book-named				Matt 11:27		
ddc-1-01	en-sumner	en-sumner	{¶3}	1	BOOK CH V	John i. 4.	John	1	4	John 1:4	high	book-named				John 1:4		
ddc-1-01	en-sumner	en-sumner	{¶3}	2	— — V	v. 9	John	1	9	John 1:9	carried	book-and-chapter-carried	ddc-1-01:en-sumner:{¶3}:1			John 1:9		
ddc-1-01	en-sumner	en-sumner	{¶3}	3	BOOK CH V	1 Pet. iii. 19.	1Pet	3	19	1Pet 3:19	high	book-named				1Pet 3:19		
ddc-1-01	en-sumner	en-sumner	{¶3}	4	BOOK CH V	Gal. iii. 24.	Gal	3	24	Gal 3:24	high	book-named				Gal 3:24		
ddc-1-01	en-sumner	en-sumner	{¶3}	5	BOOK CH V	Heb. xiii. 8.	Heb	13	8	Heb 13:8	high	book-named				Heb 13:8		
ddc-1-01	en-sumner	en-sumner	{¶3}	6	BOOK CH V	Col. ii. 17.	Col	2	17	Col 2:17	high	book-named				Col 2:17		
ddc-1-01	en-sumner	en-sumner	{¶3}	7	BOOK CH V-LIST	1 Pet. i. 10, 11.	1Pet	1	10,11	1Pet 1:10,11	high	book-named				1Pet 1:10,11		
ddc-1-01	en-sumner	en-sumner	{¶3}	8	BOOK CH V	Rom. i. 1.	Rom	1	1	Rom 1:1	high	book-named				Rom 1:1		
ddc-1-01	en-sumner	en-sumner	{¶3}	9	BOOK CH V	1 Cor. iv. 1.	1Cor	4	1	1Cor 4:1	high	book-named				1Cor 4:1		
ddc-1-01	en-sumner	en-sumner	{¶4}	0	BOOK CH V	Isai. li. 4.	Isa	51	4	Isa 51:4	high	book-named				Isa 51:4		
ddc-1-01	en-sumner	en-sumner	{¶4}	1	BOOK CH V	Matt. xvi. 17.	Matt	16	17	Matt 16:17	high	book-named				Matt 16:17		
ddc-1-01	en-sumner	en-sumner	{¶4}	2	BOOK CH V	John vi. 46.	John	6	46	John 6:46	high	book-named		d1	plausible	John 6:46	unchecked	no J–T division read for this chapter
ddc-1-01	en-sumner	en-sumner	{¶4}	3	— CH V	ix. 29.	John	9	29	John 9:29	carried	book-carried	ddc-1-01:en-sumner:{¶4}:2			John 9:29		
ddc-1-01	en-sumner	en-sumner	{¶4}	4	BOOK CH V-LIST	Gal. i. 11, 12.	Gal	1	11,12	Gal 1:11,12	high	book-named				Gal 1:11,12		
ddc-1-01	en-sumner	en-sumner	{¶4}	5	BOOK CH V	1 Thess. iv. 9.	1Thess	4	9	1Thess 4:9	high	book-named				1Thess 4:9		
ddc-1-01	en-sumner	en-sumner	{¶5}	0	BOOK CH V	2 Tim. i. 14.	2Tim	1	14	2Tim 1:14	high	book-named				2Tim 1:14		
ddc-1-01	en-sumner	en-sumner	{¶5}	1	BOOK CH V	Col. ii. 8.	Col	2	8	Col 2:8	high	book-named				Col 2:8		
ddc-1-01	en-sumner	en-sumner	{¶5}	2	BOOK CH V	Dan. iii. 16.	Dan	3	16	Dan 3:16	high	book-named				Dan 3:16		
ddc-1-01	en-sumner	en-sumner	{¶5}	3	BOOK CH V	Acts iv. 19.	Acts	4	19	Acts 4:19	high	book-named				Acts 4:19		
ddc-1-01	en-sumner	en-sumner	{¶6}	0	BOOK CH V	Matt. xiii. 52.	Matt	13	52	Matt 13:52	high	book-named				Matt 13:52		
ddc-1-01	en-sumner	en-sumner	{¶6}	1	BOOK CH V	2 Tim. i. 13.	2Tim	1	13	2Tim 1:13	high	book-named				2Tim 1:13		
ddc-1-01	en-sumner	en-sumner	{¶6}	3	BOOK CH V	Rom. vi. 17.	Rom	6	17	Rom 6:17	high	book-named				Rom 6:17		
ddc-1-01	en-sumner	en-sumner	{¶6}	4	BOOK CH V	2 Tim. i. 13.	2Tim	1	13	2Tim 1:13	high	book-named				2Tim 1:13		
ddc-1-01	en-sumner	en-sumner	{¶6}	5	BOOK CH V	Rom. ii. 20.	Rom	2	20	Rom 2:20	high	book-named				Rom 2:20		
ddc-1-01	en-sumner	en-sumner	{¶6}	6	BOOK CH V	Acts xx. 27.	Acts	20	27	Acts 20:27	high	book-named				Acts 20:27		
ddc-1-01	en-sumner	en-sumner	{¶7}	0	BOOK CH V	Gen. xvii. 1.	Gen	17	1	Gen 17:1	high	book-named				Gen 17:1		
ddc-1-01	en-sumner	en-sumner	{¶7}	1	BOOK CH V	Psal. xxxvii. 3.	Ps	37	3	Ps 37:3	high	book-named				Ps 37:3		
ddc-1-01	en-sumner	en-sumner	{¶7}	2	BOOK CH V	Luke xi. 28.	Luke	11	28	Luke 11:28	high	book-named				Luke 11:28		
ddc-1-01	en-sumner	en-sumner	{¶7}	3	BOOK CH V	Acts xxiv. 14.	Acts	24	14	Acts 24:14	high	book-named				Acts 24:14		
ddc-1-01	en-sumner	en-sumner	{¶7}	4	— — V	v. 16	Acts	24	16	Acts 24:16	carried	book-and-chapter-carried	ddc-1-01:en-sumner:{¶7}:3			Acts 24:16		
ddc-1-01	en-sumner	en-sumner	{¶7}	5	BOOK CH V	2 Tim. i. 13.	2Tim	1	13	2Tim 1:13	high	book-named				2Tim 1:13		
ddc-1-01	en-sumner	en-sumner	{¶7}	6	BOOK CH V	1 Tim. i. 19.	1Tim	1	19	1Tim 1:19	high	book-named				1Tim 1:19		
ddc-1-01	en-sumner	en-sumner	{¶7}	7	BOOK CH V	Tit. iii. 8.	Titus	3	8	Titus 3:8	high	book-named				Titus 3:8		
ddc-1-01	en-sumner	en-sumner	{¶7}	8	BOOK CH V	1 John. iii. 23.	1John	3	23	1John 3:23	high	book-named				1John 3:23		
ddc-1-01	en-sumner	en-sumner	{¶8}	0	BOOK CH V	Rom. ii. 13.	Rom	2	13	Rom 2:13	high	book-named				Rom 2:13		
ddc-1-01	en-sumner	en-sumner	{¶8}	1	BOOK CH V	James i. 22.	Jas	1	22	Jas 1:22	high	book-named				Jas 1:22		
ddc-1-01	en-sumner	en-sumner	{¶8}	2	BOOK CH V	Psal. xxv. 14.	Ps	25	14	Ps 25:14	high	book-named				Ps 25:14		
ddc-1-01	en-sumner	en-sumner	{¶8}	3	BOOK CH V	John vii. 17.	John	7	17	John 7:17	high	book-named				John 7:17		
ddc-1-01	en-sumner	en-sumner	{¶8}	4	— CH V-LIST	viii. 31, 32.	John	8	31,32	John 8:31,32	carried	book-carried	ddc-1-01:en-sumner:{¶8}:3			John 8:31,32		
ddc-1-01	en-sumner	en-sumner	{¶8}	5	BOOK CH V	1 John ii. 3.	1John	2	3	1John 2:3	high	book-named				1John 2:3		
ddc-1-01	en-sumner	en-sumner	{¶9}	0	BOOK CH V	Acts vi. 7.	Acts	6	7	Acts 6:7	high	book-named				Acts 6:7		
ddc-1-01	en-sumner	en-sumner	{¶9}	1	BOOK CH V	Gal. i. 23.	Gal	1	23	Gal 1:23	high	book-named				Gal 1:23		
ddc-1-02	la	la	{¶1}	0	BOOK CH V	Psal. xiv. 1.	Ps	14	1	Ps 14:1	high	book-named				Ps 14:1		
ddc-1-02	la	la	{¶1}	1	BOOK CH V	Job. xii. 9.	Job	12	9	Job 12:9	high	book-named				Job 12:9		
ddc-1-02	la	la	{¶1}	2	BOOK CH V	Psal. xix. 2.	Ps	19	2	Ps 19:2	high	book-named		d6	plausible	Ps 19:1	versification-predicted	Psalm superscription numbered as 1 verse (§13.1 rule; this psalm's own leaf not read)
ddc-1-02	la	la	{¶1}	3	BOOK CH V	Act. xiv. 17.	Acts	14	17	Acts 14:17	high	book-named				Acts 14:17		
ddc-1-02	la	la	{¶1}	4	— CH V-LIST	et xvii. 27, 28.	Acts	17	27,28	Acts 17:27,28	carried	book-carried	ddc-1-02:la:{¶1}:3			Acts 17:27,28		
ddc-1-02	la	la	{¶1}	5	BOOK CH V-LIST	Rom. i. 19, 20.	Rom	1	19,20	Rom 1:19,20	high	book-named				Rom 1:19,20		
ddc-1-02	la	la	{¶1}	6	— CH V-LIST	et ii. 14, 15.	Rom	2	14,15	Rom 2:14,15	carried	book-carried	ddc-1-02:la:{¶1}:5			Rom 2:14,15		
ddc-1-02	la	la	{¶1}	7	BOOK CH V	1 Cor. i. 21.	1Cor	1	21	1Cor 1:21	high	book-named				1Cor 1:21		
ddc-1-02	la	la	{¶5}	0	BOOK CH V	Heb. xi. 6.	Heb	11	6	Heb 11:6	high	book-named				Heb 11:6		
ddc-1-02	la	la	{¶6}	0	BOOK CH V	Rom. x. 14.	Rom	10	14	Rom 10:14	high	book-named				Rom 10:14		
ddc-1-02	la	la	{¶8}	0	BOOK CH V	1 Tim. vi. 16.	1Tim	6	16	1Tim 6:16	high	book-named				1Tim 6:16		
ddc-1-02	la	la	{¶8}	1	BOOK CH V-PAIR	Exod. xxxiii. 20. 23.	Exod	33	20,23	Exod 33:20,23	high	book-named		d7	plausible	Exod 33:20,23		
ddc-1-02	la	la	{¶8}	2	BOOK CH V	Isa. vi. 1.	Isa	6	1	Isa 6:1	high	book-named				Isa 6:1		
ddc-1-02	la	la	{¶8}	3	BOOK CH V	Joan. i. 18.	John	1	18	John 1:18	high	book-named				John 1:18		
ddc-1-02	la	la	{¶8}	4	— CH V	et vi. 46.	John	6	46	John 6:46	carried	book-carried	ddc-1-02:la:{¶8}:3			John 6:46		
ddc-1-02	la	la	{¶8}	5	— — V	et v. 37.	John	6	37	John 6:37	cross-layer	et-v-settled-by-english-layer	ddc-1-02:la:{¶8}:4			John 6:37		
ddc-1-02	la	la	{¶8}	6	BOOK CH V	1 Cor. xiii. 12.	1Cor	13	12	1Cor 13:12	high	book-named				1Cor 13:12		
ddc-1-02	la	la	{¶10}	0	BOOK CH V	Gen. vi. 6.	Gen	6	6	Gen 6:6	high	book-named				Gen 6:6		
ddc-1-02	la	la	{¶10}	1	BOOK CH V	Judic. ii. 18.	Judg	2	18	Judg 2:18	high	book-named				Judg 2:18		
ddc-1-02	la	la	{¶10}	2	BOOK CH V	Num. xxiii. 23.	Num	23	23	Num 23:23	high	book-named		d8	plausible	Num 23:19	versification	J–T Num 23 begins at Num 22:38 (read, leaf 154)
ddc-1-02	la	la	{¶10}	3	BOOK CH V	1 Sam. xv. 29.	1Sam	15	29	1Sam 15:29	high	book-named				1Sam 15:29		
ddc-1-02	la	la	{¶10}	4	BOOK CH V	Gen. vi. 6.	Gen	6	6	Gen 6:6	high	book-named				Gen 6:6		
ddc-1-02	la	la	{¶10}	5	BOOK CH V	Judic. x. 16.	Judg	10	16	Judg 10:16	high	book-named				Judg 10:16		
ddc-1-02	la	la	{¶10}	6	BOOK CH V	Exod. xxxi. 17.	Exod	31	17	Exod 31:17	high	book-named				Exod 31:17		
ddc-1-02	la	la	{¶10}	7	BOOK CH V	Deut. xxxii. 27.	Deut	32	27	Deut 32:27	high	book-named				Deut 32:27		
ddc-1-02	la	la	{¶10}	8	BOOK CH V	Gen. i. 26.	Gen	1	26	Gen 1:26	high	book-named				Gen 1:26		
ddc-1-02	la	la	{¶10}	9	— — V	cap. v. 3	Gen	1	3	Gen 1:3	cross-layer	et-v-settled-by-english-layer	ddc-1-02:la:{¶10}:8			Gen 1:3		
ddc-1-02	la	la	{¶10}	10	BOOK CH V	Deut. xxix. 29.	Deut	29	29	Deut 29:29	high	book-named				Deut 29:29		
ddc-1-02	la	la	{¶11}	0	BOOK CH V	2 Pet. i. 4.	2Pet	1	4	2Pet 1:4	high	book-named				2Pet 1:4		
ddc-1-02	la	la	{¶11}	1	BOOK CH V	Gal. iv. 8.	Gal	4	8	Gal 4:8	high	book-named				Gal 4:8		
ddc-1-02	la	la	{¶11}	2	BOOK CH V	Col. ii. 9.	Col	2	9	Col 2:9	high	book-named				Col 2:9		
ddc-1-02	la	la	{¶11}	3	BOOK CH V	Rom. i. 20.	Rom	1	20	Rom 1:20	high	book-named				Rom 1:20		
ddc-1-02	la	la	{¶11}	4	BOOK CH V	Act. xvii. 29.	Acts	17	29	Acts 17:29	high	book-named				Acts 17:29		
ddc-1-02	la	la	{¶11}	5	BOOK CH V	Isa. xxviii. 29.	Isa	28	29	Isa 28:29	high	book-named				Isa 28:29		
ddc-1-02	la	la	{¶12}	0	BOOK CH V	Exod. iii. 15.	Exod	3	15	Exod 3:15	high	book-named				Exod 3:15		
ddc-1-02	la	la	{¶12}	1	— CH V	et xx. 7.	Exod	20	7	Exod 20:7	carried	book-carried	ddc-1-02:la:{¶12}:0			Exod 20:7		
ddc-1-02	la	la	{¶12}	2	BOOK CH V	1 Reg. xvii. 12.	1Kgs	17	12	1Kgs 17:12	high	book-named				1Kgs 17:12		
ddc-1-02	la	la	{¶12}	3	BOOK CH —	Apoc. i.	Rev	1		Rev 1	high	book-named		d9	plausible	Rev 1:4	unchecked	different books, or a chapter-only citation
ddc-1-02	la	la	{¶12}	4	BOOK CH V	Exod. xvii. 16.	Exod	17	16	Exod 17:16	high	book-named				Exod 17:16		
ddc-1-02	la	la	{¶12}	5	— CH V	Cap. iii. 14.	Exod	3	14	Exod 3:14	carried	book-carried	ddc-1-02:la:{¶12}:4			Exod 3:14		
ddc-1-02	la	la	{¶12}	6	BOOK CH V	Exod. vi. 3.	Exod	6	3	Exod 6:3	high	book-named				Exod 6:3		
ddc-1-02	la	la	{¶13}	0	BOOK CH V	Jer. x. 10.	Jer	10	10	Jer 10:10	high	book-named				Jer 10:10		
ddc-1-02	la	la	{¶13}	1	BOOK CH V	Joan. xvii. 3.	John	17	3	John 17:3	high	book-named				John 17:3		
ddc-1-02	la	la	{¶13}	2	BOOK CH V	1 Thess. v. 9.	1Thess	5	9	1Thess 5:9	high	book-named		d10	suspect	1Thess 5:9	unchecked	no J–T division read for this chapter
ddc-1-02	la	la	{¶13}	3	BOOK CH V	1 Joan. v. 20.	1John	5	20	1John 5:20	high	book-named				1John 5:20		
ddc-1-02	la	la	{¶14}	0	BOOK CH V-LIST	Exod. iii. 14, 15.	Exod	3	14,15	Exod 3:14,15	high	book-named				Exod 3:14,15		
ddc-1-02	la	la	{¶14}	1	BOOK CH V-LIST	Rom. xi. 35, 36.	Rom	11	35,36	Rom 11:35,36	high	book-named		d11	plausible	Rom 11:36	unchecked	no J–T division read for this chapter
ddc-1-02	la	la	{¶14}	2	BOOK CH V	Joan. iv. 24.	John	4	24	John 4:24	high	book-named				John 4:24		
ddc-1-02	la	la	{¶14}	3	BOOK CH V	Isa. xxxi. 3.	Isa	31	3	Isa 31:3	high	book-named				Isa 31:3		
ddc-1-02	la	la	{¶14}	4	BOOK CH V	Luc. xxiv. 39.	Luke	24	39	Luke 24:39	high	book-named				Luke 24:39		
ddc-1-02	la	la	{¶14}	5	BOOK CH V	Heb. i. 3.	Heb	1	3	Heb 1:3	high	book-named				Heb 1:3		
ddc-1-02	la	la	{¶15}	0	BOOK CH V	1 Reg. viii. 27.	1Kgs	8	27	1Kgs 8:27	high	book-named				1Kgs 8:27		
ddc-1-02	la	la	{¶15}	1	BOOK CH V-LIST	Job. xi. 8, 9.	Job	11	8,9	Job 11:8,9	high	book-named		d12	plausible	Job 11:8	unchecked	no J–T division read for this chapter
ddc-1-02	la	la	{¶15}	2	— CH V	et xxxvi. 26.	Job	36	26	Job 36:26	carried	book-carried	ddc-1-02:la:{¶15}:1			Job 36:26		
ddc-1-02	la	la	{¶16}	0	BOOK CH V	Job. xxxvi. 26.	Job	36	26	Job 36:26	high	book-named				Job 36:26		
ddc-1-02	la	la	{¶16}	1	BOOK CH V	Gen. xxi. 33.	Gen	21	33	Gen 21:33	high	book-named				Gen 21:33		
ddc-1-02	la	la	{¶16}	2	BOOK CH V	Psal. xc. 2.	Ps	90	2	Ps 90:2	high	book-named				Ps 90:2		
ddc-1-02	la	la	{¶16}	3	— CH V	et cii. 13.	Ps	102	13	Ps 102:13	carried	book-carried	ddc-1-02:la:{¶16}:2	d13	plausible	Ps 102:12	versification-predicted	Psalm superscription numbered as 1 verse (§13.1 rule; this psalm's own leaf not read)
ddc-1-02	la	la	{¶16}	4	— — V	v. 25	Ps	102	25	Ps 102:25	carried	book-and-chapter-carried	ddc-1-02:la:{¶16}:3	d14	plausible	Ps 102:24	versification-predicted	Psalm superscription numbered as 1 verse (§13.1 rule; this psalm's own leaf not read)
ddc-1-02	la	la	{¶16}	5	— — V	et v. 28.	Ps	102	28	Ps 102:28	carried	et-v-read-as-verse	ddc-1-02:la:{¶16}:4	d15	plausible	Ps 102:27	versification-predicted	Psalm superscription numbered as 1 verse (§13.1 rule; this psalm's own leaf not read)
ddc-1-02	la	la	{¶16}	6	BOOK CH V	Psal. cxlv. 13.	Ps	145	13	Ps 145:13	high	book-named				Ps 145:13		
ddc-1-02	la	la	{¶16}	7	BOOK CH V	Isa. xliii. 10.	Isa	43	10	Isa 43:10	high	book-named				Isa 43:10		
ddc-1-02	la	la	{¶16}	8	— CH V	et xliv. 6.	Isa	44	6	Isa 44:6	carried	book-carried	ddc-1-02:la:{¶16}:7			Isa 44:6		
ddc-1-02	la	la	{¶16}	9	BOOK CH V	Abac. i. 12.	Hab	1	12	Hab 1:12	high	book-named				Hab 1:12		
ddc-1-02	la	la	{¶16}	10	BOOK CH V	Rom. xvi. 26.	Rom	16	26	Rom 16:26	high	book-named				Rom 16:26		
ddc-1-02	la	la	{¶16}	11	BOOK CH V	1 Tim. i. 17.	1Tim	1	17	1Tim 1:17	high	book-named				1Tim 1:17		
ddc-1-02	la	la	{¶16}	12	BOOK CH V	Apoc. i. 4.	Rev	1	4	Rev 1:4	high	book-named				Rev 1:4		
ddc-1-02	la	la	{¶17}	0	BOOK CH V	Gen. vi. 4.	Gen	6	4	Gen 6:4	high	book-named				Gen 6:4		
ddc-1-02	la	la	{¶17}	1	BOOK CH V	Job. xx. 4.	Job	20	4	Job 20:4	high	book-named				Job 20:4		
ddc-1-02	la	la	{¶17}	2	BOOK CH V	Isa. xlii. 14.	Isa	42	14	Isa 42:14	high	book-named				Isa 42:14		
ddc-1-02	la	la	{¶17}	3	BOOK CH V	2 Sam. vii. 13.	2Sam	7	13	2Sam 7:13	high	book-named				2Sam 7:13		
ddc-1-02	la	la	{¶17}	4	— — V	cum v. 19.	2Sam	7	19	2Sam 7:19	cross-layer	et-v-settled-by-english-layer	ddc-1-02:la:{¶17}:3			2Sam 7:19		
ddc-1-02	la	la	{¶17}	5	BOOK CH V-PAIR	1 Chron. xvii. 12. 14.	1Chr	17	12,14	1Chr 17:12,14	high	book-named		d16	plausible	1Chr 17:12,14,17	unchecked	no J–T division read for this chapter
ddc-1-02	la	la	{¶17}	6	BOOK CH V	Joan. ix. 32.	John	9	32	John 9:32	high	book-named				John 9:32		
ddc-1-02	la	la	{¶17}	7	BOOK CH V	Act. iii. 21.	Acts	3	21	Acts 3:21	high	book-named				Acts 3:21		
ddc-1-02	la	la	{¶17}	8	BOOK CH V	2 Tim. i. 9.	2Tim	1	9	2Tim 1:9	high	book-named				2Tim 1:9		
ddc-1-02	la	la	{¶17}	9	BOOK CH V	Tit. i. 2.	Titus	1	2	Titus 1:2	high	book-named				Titus 1:2		
ddc-1-02	la	la	{¶17}	10	BOOK CH V	Heb. xi. 3.	Heb	11	3	Heb 11:3	high	book-named				Heb 11:3		
ddc-1-02	la	la	{¶18}	0	BOOK CH V	Psal. cii. 28.	Ps	102	28	Ps 102:28	high	book-named		d17	plausible	Ps 102:27	versification-predicted	Psalm superscription numbered as 1 verse (§13.1 rule; this psalm's own leaf not read)
ddc-1-02	la	la	{¶18}	1	BOOK CH V	Mal. iii. 6.	Mal	3	6	Mal 3:6	high	book-named				Mal 3:6		
ddc-1-02	la	la	{¶18}	2	BOOK CH V	Jacob. i. 17.	Jas	1	17	Jas 1:17	high	book-named				Jas 1:17		
ddc-1-02	la	la	{¶19}	0	BOOK CH V-LIST	Psal. cii. 26, 27.	Ps	102	26,27	Ps 102:26,27	high	book-named		d18	plausible	Ps 102:26	unchecked	no J–T division read for this chapter
ddc-1-02	la	la	{¶19}	1	BOOK CH V	Rom. i. 23.	Rom	1	23	Rom 1:23	high	book-named				Rom 1:23		
ddc-1-02	la	la	{¶19}	2	BOOK CH V	1 Tim. i. 17.	1Tim	1	17	1Tim 1:17	high	book-named				1Tim 1:17		
ddc-1-02	la	la	{¶20}	0	BOOK CH V-LIST	Psal. cxxxix. 8, 9.	Ps	139	8,9	Ps 139:8,9	high	book-named				Ps 139:8,9		
ddc-1-02	la	la	{¶20}	1	BOOK CH V	Prov. xv. 3.	Prov	15	3	Prov 15:3	high	book-named				Prov 15:3		
ddc-1-02	la	la	{¶20}	2	BOOK CH V	Jer. xxiii. 24.	Jer	23	24	Jer 23:24	high	book-named				Jer 23:24		
ddc-1-02	la	la	{¶20}	3	BOOK CH V	Eph. iv. 6.	Eph	4	6	Eph 4:6	high	book-named				Eph 4:6		
ddc-1-02	la	la	{¶21}	0	BOOK CH V	2 Chron. xx. 6.	2Chr	20	6	2Chr 20:6	high	book-named				2Chr 20:6		
ddc-1-02	la	la	{¶21}	1	BOOK CH V	Job. xlii. 2.	Job	42	2	Job 42:2	high	book-named				Job 42:2		
ddc-1-02	la	la	{¶21}	2	BOOK CH V	Psal. xxxiii. 9.	Ps	33	9	Ps 33:9	high	book-named				Ps 33:9		
ddc-1-02	la	la	{¶21}	3	— CH V	et cxv. 3.	Ps	115	3	Ps 115:3	carried	book-carried	ddc-1-02:la:{¶21}:2			Ps 115:3		
ddc-1-02	la	la	{¶21}	4	— CH V	et cxxxv. 6.	Ps	135	6	Ps 135:6	carried	book-carried	ddc-1-02:la:{¶21}:3			Ps 135:6		
